PM2.5,PM10,SO2,NO2,O3,TEMP,PRES,DEWP,RAIN,WSPM,CO
88,96,5,18,201,34.8,993.3,21.8,0,3.7,800
93,98,5,25,193,34.1,993.5,21.5,0,3.5,800
79,79,5,27,165,33.4,993.7,21.2,0,2.4,800
69,95,3,34,142,32.9,994,22.1,0,2.6,700
71,73,2,39,124,32.8,994.3,21.6,0,2.6,700
65,65,3,39,104,32.5,994.3,21.4,0,3.2,700
51,69,3,35,95,31.7,994,21.2,0,2.9,600
52,52,6,27,94,31.2,993.4,21.1,0,2.1,600
57,57,10,21,95,30.8,993.4,21.3,0,2.5,600
54,61,9,22,88,30.5,993.2,21,0,2.5,600
58,63,9,23,84,30.1,993.3,21.2,0,1.2,600
65,65,9,26,73,29.9,993.6,21.3,0,1.7,600
64,72,9,33,64,29.8,993.7,21.5,0,1.4,600
65,78,9,48,52,29.4,994.1,21.6,0,1.7,700
73,98,9,72,24,29.2,994.8,21.7,0,1.7,800
62,92,4,44,45,27,995.8,23.3,0,2.4,800
33,33,2,23,63,26.7,996.5,22.5,0,2.1,700
22,22,2,23,58,26.5,997.1,22.6,0,1.7,700
24,24,2,26,59,25.4,997.5,21.7,0,3,600
10,10,2,26,64,25.7,997.3,22.2,0.1,1.8,600
11,11,2,27,74,25.9,996.6,21.6,0,2.6,600
15,15,2,23,83,26.1,997,21.3,0.1,1.9,500
12,12,2,22,95,27.1,996.7,21.2,0,2.5,500
8,8,2,16,111,29,996.6,19.6,0,2,400
13,13,2,15,129,29.5,996.8,19.5,0,2.1,400
3,19,2,22,109,28.4,997.3,19.3,0,2.5,400
13,13,2,26,88,27.2,997.5,19.5,0,1.1,400
12,12,2,32,72,25.5,998.1,20.1,0,0.8,500
16,24,2,45,49,25.2,998.3,20.5,0,1.1,600
15,22,2,54,37,24.5,998.7,20.6,0,1,600
9,9,2,38,45,25,999,20.7,0,1.3,500
15,17,2,63,16,24.4,999.2,20.5,0,1.1,600
13,14,2,74,5,23.1,999.4,20.6,0,0.6,600
21,24,2,70,5,22.9,999.5,20.4,0,0.9,600
25,25,2,65,7,22.6,999.7,20.5,0,0.6,700
24,31,2,56,7,22.8,1000.2,20.7,0,0.8,700
32,37,2,62,4,24.1,1000.5,21,0,1,800
20,29,3,54,16,26.1,1000.8,20.4,0,1.9,700
21,27,3,48,30,27.8,1001.1,20.9,0,1.5,700
29,41,5,41,51,29.3,1001.1,20.5,0,1.6,800
21,21,3,26,85,30.3,1000.9,19.7,0,2.1,600
17,17,2,13,118,31.8,1001,19.1,0,2.5,400
14,14,2,10,143,33.6,1000.6,17.7,0,1.5,400
17,17,2,10,166,34.5,1000,15.9,0,1.9,400
13,13,2,10,175,35.5,999.4,15.8,0,1,300
24,24,2,11,185,36.8,999,15.3,0,1.4,300
22,22,2,13,186,37,998.6,14.9,0,1.8,400
18,24,2,17,184,36.2,998.6,14.2,0,2.2,400
19,32,2,25,178,35.7,998.7,15.4,0,2.4,400
19,36,2,25,173,34.5,998.9,15.4,0,2,400
27,68,2,39,182,33.2,999.6,17,0,2.3,600
24,34,2,44,144,32.6,1000.3,16,0,2.3,600
24,48,2,50,120,32,1000.8,16.3,0,2.2,700
31,58,3,53,114,31.6,1001.4,17.1,0,2.5,700
41,71,8,52,110,30.8,1001.2,17.5,0,3.7,800
36,36,7,37,113,30.1,1001.4,16.1,0,1.4,900
26,26,5,36,86,29.9,1001.6,14,0,1.4,700
30,30,3,46,65,29.4,1001.6,14,0,1.1,600
26,29,3,46,59,27.4,1001.8,15.7,0,0.8,600
27,32,6,47,58,26.5,1002,17.3,0,0.9,800
34,110,6,84,21,26.3,1002.5,18.4,0,1,1000
44,104,6,98,8,28,1003,18.7,0,1.4,1100
56,110,7,101,10,28.4,1002.6,18.5,0,1.1,1200
48,81,10,95,32,31.7,1003,16.8,0,1,1300
40,40,10,73,71,31.6,1003.2,15.5,0,1.4,1200
26,40,8,51,98,32.8,1002.9,14.4,0,0.7,1100
22,22,7,34,121,33.1,1002.5,14.7,0,1.7,800
24,37,5,31,139,33,1001.8,14.1,0,2.3,700
26,44,6,29,162,32.9,1001.5,14.5,0,1.6,700
26,33,4,31,144,31.9,1001.3,15,0,2.5,700
20,48,3,32,126,31.6,1000.9,16,0,2,700
27,46,3,32,150,30.5,1000.8,16.9,0,3.4,800
39,61,4,35,173,28.6,1000.9,18.1,0,2.8,1100
38,38,3,35,134,28.5,1001.3,17.1,0,1.7,900
38,82,2,34,132,24.2,1002.5,20.7,0,3.5,900
65,107,2,35,104,23.1,1003,21.4,2.6,1.3,1400
69,69,2,43,67,23.5,1002.6,21.6,2.7,1.2,1300
57,57,2,46,62,22.9,1002.8,21.5,0.3,1,1000
51,51,2,36,66,23,1002.6,20.5,0.6,1.4,900
61,61,2,32,54,22.4,1002.4,20.9,0.9,0.9,900
67,67,2,34,36,22,1002.2,20.8,0.9,1.4,900
59,59,2,24,57,21.7,1001.7,20.5,1.2,1,700
33,33,2,22,52,21.6,1001.5,19.2,0.9,0.8,600
31,31,2,18,67,21,1000.9,18.6,1.9,0.7,500
25,25,2,22,73,21.1,1000.9,19,0.1,0.5,500
20,20,2,36,63,21.5,1000.7,18.9,0,1.5,500
24,24,2,46,54,21.5,1000.7,19.2,0,1.6,600
35,35,2,37,56,21.9,1000.8,18.9,0,1.2,700
36,36,2,34,66,22.6,1000.5,19,0,2.1,700
32,32,2,34,70,22.9,1000.4,18.9,0,1.8,700
35,35,2,35,83,22.7,1000.1,19.1,0,1.9,700
43,43,2,35,78,22.9,999.9,19.1,0,2.3,700
34,34,2,33,85,22.5,999.5,19.1,0,1.9,600
40,40,2,30,87,22.7,999.3,18.5,0,1.5,600
32,32,2,29,86,22.7,999.1,19.1,0,0.7,600
34,37,2,51,63,22.3,999,18.5,0,1.7,800
32,32,2,41,65,21.7,999,18.5,0.1,1.6,700
31,31,2,49,64,21.8,999,18.2,0,1.3,700
36,36,2,59,51,21.7,999,17.7,0,0.7,700
37,37,2,45,61,21.6,999.1,17.6,0,1.4,700
33,33,2,31,69,21.7,999.2,17.7,0,1.1,600
34,34,2,39,57,22,999.3,17.8,0,1.1,600
33,33,2,31,62,21.9,999.3,17.9,0,0.7,600
33,33,2,30,61,21.7,998.5,17.5,0,1.2,600
33,33,2,36,54,21.5,998.3,17.3,0,1.7,600
30,30,2,35,47,21.4,998.2,16.6,0,1.2,600
24,24,2,29,54,21.6,998.2,16.3,0,1.3,500
29,29,2,30,55,21.6,998.3,17,0,0.6,500
30,51,2,42,47,21.6,998.4,17,0,1.1,600
32,33,2,38,43,22.8,998.7,17.3,0,1.7,600
29,29,2,28,48,24.2,998.9,18.2,0,1.3,600
27,33,2,38,46,23.8,999.2,17.5,0,1.4,600
30,40,2,45,42,24.8,999.3,17.5,0,1.1,700
35,47,2,43,54,25.5,999.5,17.2,0,2,700
37,44,2,34,68,25.7,999.4,17.6,0,1.6,700
45,45,2,32,81,26.3,999.1,17.4,0,2.2,700
47,54,2,39,79,26,999.1,17.6,0,1.9,800
58,58,3,39,98,25.7,999,17.4,0,1.4,800
54,54,3,41,100,25.6,999,17,0,1.7,800
49,49,4,48,96,25.6,999.2,16.4,0,1.2,900
50,50,5,51,88,25,999.4,16.7,0,1.3,900
51,52,5,55,88,24.6,999.8,17.1,0,1.1,1000
50,53,5,58,83,24.1,1000.3,16.6,0,1.1,1000
51,57,5,69,50,23.5,1001,17.3,0,0.2,1100
48,55,5,63,49,23.3,1001.2,18.6,0,0.8,1100
52,52,5,66,47,23.2,1001.3,18.9,0,0.3,1100
45,49,5,93,28,23.1,1001.5,18.8,0,0.1,1100
53,72,4,102,10,23.2,1001.4,18.1,0,0.9,1100
50,78,3,106,2,22.9,1001.5,18.7,0,1.1,1100
56,93,2,96,2,22.7,1001.5,18.5,0,0.7,1100
57,57,2,91,2,23.2,1001.6,17,0,1.5,1100
52,62,2,79,3,22.9,1002.2,17.6,0,1.3,1000
55,73,2,71,8,22.5,1002.7,17.6,0,1.2,1000
55,78,2,65,7,23,1003.3,18.1,0,1.3,900
65,103,2,63,14,24.6,1003.6,19.4,0,0.6,1000
88,113,5,55,41,26,1003.5,19.2,0,1.5,1100
NA,NA,NA,NA,NA,26.9,1003.6,19.8,0,1.8,NA
NA,109,6,55,106,27.7,1003.4,19.5,0,1.8,2700
94,105,4,45,146,27.8,1003,20.1,0,1.6,2700
111,111,4,35,193,29.5,1002.8,19.2,0,1,2600
124,124,2,38,219,29.7,1002.4,19.1,0,1.9,2700
130,130,2,30,254,30.2,1002.1,18,0,2.1,2700
119,119,2,32,275,30.7,1001.9,18.8,0,1.5,2700
110,110,2,32,271,30.3,1001.8,19,0,1.8,2700
83,83,2,29,229,30.3,1001.6,18.4,0,1.9,2600
83,88,2,31,210,29.9,1001.9,18.7,0,1.6,2500
91,93,2,32,205,28.9,1002.3,19,0,1.9,2600
102,103,2,42,173,28.5,1003.2,18.9,0,1.6,2700
106,114,2,46,149,26.2,1003.6,20.1,0,0.8,2700
101,101,2,54,124,26.8,1003.7,20.4,0,1,2700
132,151,2,102,61,26.3,1003.5,20.2,0,1.1,3000
142,142,2,101,55,25.9,1003.1,20,0,1.2,3000
120,120,2,70,75,24.6,1003.2,20.1,0,0.9,2800
98,98,6,40,94,24.8,1003.1,19.4,0,0.8,2700
90,90,8,37,85,23.9,1003.5,20,0,0.6,2700
97,97,8,40,74,23.8,1003.7,20.3,0,1.1,2700
101,106,6,79,35,23.8,1004,19.9,0,1.3,2800
104,123,6,114,4,24.6,1004.4,20.1,0,1.5,3100
101,101,12,100,16,25.5,1004.2,20.1,0,2.1,3200
87,108,12,84,38,27,1004,20.3,0,1.5,2900
92,112,14,62,75,28.1,1003.8,21.1,0,1.5,NA
93,93,12,48,122,28,1003.6,20.8,0,1.6,1400
95,98,8,39,141,28.4,1003.3,21.4,0,1.6,1200
101,101,7,32,159,28.6,1003,20.9,0,2,1200
92,103,2,23,140,24.6,1002.6,22.7,7.1,1.2,1000
NA,93,2,31,112,26.9,1002.1,23.6,0,1.3,1100
NA,42,2,47,114,27.8,1002.3,22.5,0,1.2,1700
92,92,2,49,129,26.1,1002.7,22.4,2.9,1.4,1300
99,99,2,51,112,25.3,1002.5,23.2,0.1,0.6,1400
102,102,2,69,106,25.4,1002.4,23.6,0,0.7,1500
113,113,2,70,100,24.9,1002.9,23.5,0,0.3,1600
129,129,2,83,82,24.6,1003.3,23.4,0,0.6,1900
95,95,2,75,86,24.7,1003.2,23.3,0,0.5,1400
71,71,4,68,76,24.6,1003.2,22.3,0,0.9,1200
58,58,4,68,57,24.4,1003.3,20.7,0,1.2,1300
56,58,3,74,36,23.8,1003.3,22.1,0,0.9,1300
70,71,4,113,2,24,1003,20.9,0,1.4,1100
81,81,3,89,7,24.1,1002.9,21.2,0,1.3,1000
102,102,4,49,38,23.9,1002.8,21.6,0,1,1000
121,121,3,50,30,23.9,1002.5,22,0,0.8,1000
153,153,3,50,34,24.1,1002.8,22.4,0,0.5,1300
161,161,2,54,21,24.1,1003.2,22.4,0.2,1.5,1400
163,163,2,59,10,24,1003.5,22.6,1.9,1.3,1800
162,162,2,54,17,23.8,1003.6,22.4,4.1,1.1,2200
143,143,2,67,10,24.1,1003.6,22.5,0.5,1.9,NA
133,133,2,81,9,23.5,1003.5,21.9,0.2,1.9,1800
100,100,2,50,49,23.5,1003.3,21.8,0.3,1.6,1300
100,100,2,44,60,23.7,1003.1,22.1,0.8,1.7,1400
109,109,2,54,46,23.9,1003.2,22.9,2.7,1.2,1400
103,103,2,68,32,24.2,1003.1,23.2,1.8,1.7,1500
97,97,2,72,31,24.3,1002.9,23.3,0.6,1.4,1500
103,103,2,64,42,24.3,1002.8,23.3,0.3,1.8,1500
94,94,2,72,36,24.5,1002.6,23.3,0,1,1400
113,113,2,57,44,24.3,1003,22.9,0,1.4,1400
108,108,2,52,42,24.1,1003.3,22.7,0,0.7,1200
97,97,2,64,23,23.8,1003.8,22.6,0.3,1,1200
90,90,2,73,18,23.5,1003.9,21.9,0,1.8,1200
97,97,2,46,46,23.4,1003.5,20.3,0,2.3,1500
102,102,2,37,52,23.6,1003.2,20.1,0,1.7,1300
100,100,2,25,50,22.7,1002.8,20.6,1.5,1,1200
95,95,2,34,32,22.4,1002.3,20.7,0.4,1,1300
88,88,2,26,50,21.9,1001.7,20.4,1.3,1.3,1200
77,77,2,22,57,21.7,1001.7,20.5,2.8,1.5,900
77,77,2,28,54,21.4,1001.2,20.4,3.5,1.8,900
64,64,2,25,65,21.3,1000.9,20.5,3.6,1.7,700
58,58,2,38,54,21.6,1000.5,20.8,2.2,2.3,700
56,56,2,31,45,21.9,1000,21.1,5.3,2.9,800
49,49,2,32,48,21.7,999,20.9,13.8,4.7,800
35,35,2,27,55,21.7,998.1,21,23.7,4.7,700
26,26,2,22,54,21.7,996.7,21,24.1,5.2,700
28,28,2,19,57,21.7,996,20.9,20.3,5.8,600
11,11,2,19,60,21.8,995.4,21.1,17.8,5.5,600
10,10,2,17,61,21.8,994.9,21.1,20.2,5.4,600
7,7,2,16,59,21.9,994.5,21.2,9,5.3,600
10,10,2,21,58,21.9,994.7,21.2,16.4,4.1,500
3,5,2,24,56,21.9,994.7,21.2,3.8,3.9,500
5,5,2,32,51,22,994.2,21.3,17.7,4.3,600
3,5,2,31,53,21.9,994.7,21.2,18.3,4.8,600
3,5,2,28,51,22,995.4,21.3,17.6,0.9,600
4,5,2,28,47,22,996.2,21.3,7.6,1.1,700
6,6,2,32,41,22,996.2,21.3,2.3,1.6,700
6,6,2,33,40,22,995.9,21.3,2.4,1.6,700
7,7,2,35,36,22.1,995.8,21.4,0.8,1.4,700
10,10,2,28,37,22.1,995.7,21.4,0.2,1.1,700
5,5,2,20,41,22.2,995.5,21.4,0.6,1.2,700
7,7,2,18,44,22.3,995.5,21.1,0.5,1.5,700
6,6,2,16,46,22.3,995.3,21.1,1.4,2.1,600
6,6,2,16,46,22.4,995.8,21.4,0,1.1,600
3,6,2,17,44,22.5,996.2,21.3,0,1.3,800
8,8,2,18,44,22.7,996.8,21.7,0,0.8,700
8,8,2,31,33,23.1,997,21.9,0,0.7,800
12,12,2,41,27,23.7,997,22.1,0,1.5,800
9,10,2,42,28,24.5,997.2,22.4,0,1,800
15,15,2,42,32,25.3,997.2,22.6,0,1.5,800
21,21,2,41,43,25.5,997.1,23,0.1,1.3,900
31,31,2,45,46,25.4,997.1,23.3,0,1.8,900
36,36,2,40,42,24.7,997.1,23.5,2.3,1.7,1000
39,43,2,40,47,25.7,997.1,23.4,0.1,1.2,1000
45,45,2,34,68,25.4,996.9,23.8,0.7,1,900
41,41,2,34,65,25.3,996.6,24.3,1.2,0.9,1000
47,47,2,40,57,25.3,996.6,23.9,0,1.2,1000
49,49,2,45,54,25.1,996.5,24.1,0,0.8,1000
48,48,2,45,50,24.9,996.6,23.9,0,0.4,1100
45,45,2,53,36,24.6,997.2,23.7,0,1.1,1100
56,56,2,59,27,24.3,997.5,23.6,0,0.3,1200
62,62,2,52,25,24.4,997.3,23.7,0,0.7,1200
71,71,2,56,18,24.5,997.2,23.8,0,0.9,1100
69,69,2,52,18,24.4,997.2,23.7,0,0.9,1100
70,70,2,62,10,24.4,997.1,23.9,0,1.1,1200
76,76,2,69,9,24.2,996.9,23.7,0,0.3,1200
68,68,2,65,8,24.1,996.5,23.6,0,0.8,1100
66,66,2,64,2,24.2,996.8,23.7,0,0.7,1100
66,66,2,62,3,24.3,997.3,23.8,0,1,1200
64,64,2,63,8,24.5,997.7,23.8,0,0.2,1200
77,77,2,67,18,25.6,997.7,24,0,0.5,1300
101,101,2,59,47,27.2,997.5,23.9,0,0.9,1200
94,94,2,38,100,28.9,997.2,23.6,0,1.2,1100
83,83,2,33,138,29.3,997.1,24,0,1.5,1000
79,79,2,29,153,29.9,996.9,23.8,0,1.5,1000
91,91,2,35,175,29.5,996.6,23.7,0,1.3,1100
99,99,2,37,184,29.8,996.3,23.7,0,1.6,1100
74,74,2,30,171,30.8,996.1,22.7,0,2.4,1100
67,67,2,27,174,30.6,995.9,23.5,0,2.2,1000
68,68,2,31,179,30.6,995.5,24,0,1.7,1000
62,62,2,33,159,30,995.5,23.9,0,1.9,1000
53,53,2,32,134,29.6,995.7,23.8,0,1.9,1000
55,55,2,45,107,29.3,996.3,23.7,0,2.2,1000
66,66,2,44,107,28.9,996.8,23.8,0,2,1000
96,96,2,53,91,28.5,997.1,24.1,0,1.1,1100
110,110,2,59,75,28.2,997,24.2,0,1,1200
119,119,2,51,75,27.7,997.1,24.3,0,0.9,1100
117,117,2,49,67,26.9,996.6,24.6,0,0.8,1200
122,122,2,62,52,26.6,996.3,24.8,0,0.4,1200
110,110,2,109,12,26.4,996.2,24.6,0,0.9,1500
109,109,2,114,11,26.1,996.3,24.9,0,0.2,1300
106,106,2,95,7,25.9,996.8,24.9,0,0.5,1300
108,108,2,98,3,26.2,997.3,25.2,0,0.5,1300
105,105,2,97,2,26.7,997.6,25.5,0,0.5,1400
110,110,2,103,3,27.4,997.4,25.2,0,1,1500
130,130,2,120,11,27.9,997.5,25.5,0,1.1,1500
150,150,2,126,27,30.1,997.2,25.8,0,1.3,1700
139,139,2,63,122,30.9,996.9,25.3,0,2,1400
142,142,2,42,180,31.7,996.8,25.6,0,1.9,1300
157,157,2,29,193,32.1,996.7,26.4,0,1.8,1400
174,174,2,25,209,32.7,996.1,26.5,0,1.8,1600
179,179,2,24,204,31.9,995.9,27.1,0,2.5,1600
172,172,2,23,179,32.8,995.5,26.8,0,2.3,1500
146,146,2,24,190,31.9,995.6,26.9,0,2.9,1400
162,162,2,29,207,31.8,995.8,27.3,0,2.5,1700
181,181,2,37,209,31,996.7,27.1,0,2.2,1700
185,185,2,46,171,30.3,997.4,26.9,0,1,1800
123,123,2,35,131,25.9,1000.6,23.4,3.2,3.9,1300
13,13,2,15,125,25,998.9,23.1,15.3,0.8,800
21,21,2,31,80,24.8,999.1,23.4,0,1.3,900
32,32,2,50,53,24.6,999.3,23,0,1.1,900
42,42,2,54,50,24.3,999.2,23.1,0,1,800
45,45,2,48,42,24.3,998.7,23.4,0,0.6,800
44,44,2,45,37,24.5,998.8,22.9,0,0.8,900
42,42,2,97,4,24.6,999.3,23,0,1.1,900
50,50,2,66,24,24.7,999.7,23.5,0,0.8,700
53,53,2,74,14,25,999.6,23.4,0,0.6,800
43,43,2,80,11,25.4,1000.4,23.3,0,1.2,800
50,50,2,89,9,25.8,1000.9,23.8,0,1.2,900
47,52,2,79,21,28,1000.9,24,0,1,1000
72,75,2,63,53,29.2,1000.8,24.3,0,1.4,1100
73,76,2,53,91,30.4,1000.6,24.3,0,0.9,1000
82,98,2,26,162,31.6,1000.6,24.7,0,1.7,1000
95,95,2,24,210,32.4,1000.2,25.5,0,1.7,1000
110,110,2,27,247,33.2,999.5,25.5,0,2.1,1100
127,127,2,27,280,33.3,998.7,26.1,0,2.2,1100
128,128,2,26,267,33.3,999.3,26.8,0,2.5,1100
136,136,2,25,218,33.3,999.9,26.8,0,2.3,1200
128,128,2,18,173,32.3,999.1,27.3,0,2.6,1200
89,89,2,27,147,31,1000.4,23.9,0,1.9,1100
46,48,2,43,102,29.4,1000.3,24.7,0.1,1.3,1100
49,58,2,55,67,28.9,1001,25.3,0.1,1.1,1200
63,63,2,64,54,28,1001.4,25.6,0,0.6,1200
61,61,2,65,45,27.6,1000.9,24.8,0,0.9,1200
56,56,2,62,46,27.4,999.8,24.7,0.1,1.5,1200
52,52,2,69,40,27.3,1000.1,24.9,0,0.7,1300
47,47,2,62,42,26.9,999.5,24.4,0,1,1200
48,48,2,64,25,26.2,1000.1,24.6,2.6,1.2,1100
52,52,2,44,31,25.3,998.8,24.4,2.3,0.9,1000
56,56,2,42,24,25.4,998.6,24.7,0.6,1.5,1100
53,53,2,49,20,25.2,998.7,24.5,1.5,1.5,1100
45,45,2,45,26,25.5,998.8,24.8,0.1,1.2,1100
41,41,2,49,28,25.8,998.4,24.8,0,1.3,1100
35,35,2,53,26,25.9,998.3,24.5,0,1.1,1000
24,24,2,NA,40,27.2,998.3,24.7,0,1,900
38,38,2,40,51,28,997.8,24.8,0,0.9,1000
39,39,2,47,61,28.6,997.5,25.4,0,1.9,1100
44,44,2,37,77,29.1,997.2,25.1,0,1.4,1000
30,30,2,21,126,31,996.7,25.4,0,1.6,800
53,53,2,27,163,31.9,996.1,25.3,0,1.6,1000
50,50,2,23,187,31.7,996.1,25.3,0,1.7,900
24,24,2,18,139,32,996.3,23.5,0,1.1,700
26,26,2,28,117,31.5,996.5,23.9,0,1.9,800
20,20,2,36,107,30.8,997.1,24.5,0,1.5,800
38,62,2,38,96,29.6,997.1,25.4,0,0.9,900
45,55,2,36,93,29,998.2,25.6,0,1.7,1000
35,35,2,31,78,28.6,998.5,23.7,0,2,800
12,12,2,22,56,28.3,999,20.1,0,2.4,600
8,8,2,19,56,27.3,999.5,18.6,0,1.8,500
7,7,2,20,61,26.5,999.7,18.1,0,2,400
7,7,2,26,53,25.8,999.5,18.2,0,1.4,400
7,7,2,32,46,24.1,999.9,19.6,0,0.9,400
7,7,2,27,53,23.3,1000.4,18.6,0,0.3,400
3,9,2,22,58,22.3,1000.7,19.8,0,0,400
4,11,2,25,50,23.3,1001,20.2,0,0.9,400
10,13,2,31,47,26.7,1001.2,18.8,0,0.6,500
11,13,2,28,57,28,1001.2,18.7,0,1,500
16,24,2,27,69,28.7,1001.1,19.3,0,1.2,500
16,33,2,31,80,29.5,1000.7,19.2,0,1.1,600
16,34,2,28,105,30.5,1000.1,19.5,0,1.4,500
18,25,2,27,119,31.5,999.7,17.8,0,1.2,500
14,14,2,19,135,32.9,999.1,16.7,0,2.4,500
19,22,2,15,152,33.6,998.7,17.7,0,2.4,500
17,19,2,16,165,33.4,998.3,18.7,0,2.9,500
21,25,2,17,179,34.1,998.3,17.3,0,2.3,500
19,21,2,15,157,34.2,998.1,15.6,0,1.5,500
14,17,2,16,152,33.4,998.3,15.9,0,1.8,400
33,99,2,38,196,31.4,998.4,23,0,2.2,800
37,61,2,39,171,30.5,998.4,23.4,0,1.7,900
38,63,2,35,148,29.9,999,23.8,0,1.4,900
36,47,2,39,115,29.5,999,23.7,0,2.2,900
35,48,2,40,103,29.4,999,23.6,0,2.2,900
48,63,2,40,94,28.9,999,23.8,0,1.5,1000
59,71,2,40,82,28,998.9,23.6,0,1.1,1100
57,69,2,41,69,26.8,998.6,23.7,0,0.9,1100
67,67,2,45,56,25.4,998.5,23.1,0,1,1100
54,66,2,88,3,24.8,998.1,23,0,0.6,1200
59,86,2,87,2,24.8,998.1,22.7,0,1,1100
59,67,2,80,2,24.4,998.6,22.3,0,0.7,900
59,59,2,71,12,26,998.7,21.9,0,1.4,900
49,60,2,58,28,26.1,998.6,21.7,0,1.2,800
47,63,2,50,64,28.6,998.4,22.6,0,1.4,800
57,76,2,38,117,30.4,998.2,22.3,0,1.5,800
48,69,2,31,164,31.8,998,21.9,0,1.5,800
49,64,2,27,211,32.7,997.5,22.8,0,1.4,800
53,65,2,32,262,34.2,996.8,21.6,0,1.7,900
90,116,3,42,331,34.7,996.1,24,0,2,1100
70,79,2,24,258,34.8,995.5,23.5,0,3,900
NA,NA,NA,NA,NA,35.1,995.4,24.1,0,2.2,NA
57,81,2,19,218,34.6,995.3,25.4,0,2.1,900
94,122,2,25,220,33.7,995.2,25.9,0,2.5,1100
124,134,2,28,230,32.8,995.8,25.6,0,1.6,1200
69,84,3,23,177,23.5,999,21.6,2.9,6.3,900
27,27,2,22,127,23.6,999.5,21.5,3.8,1.4,700
21,21,2,30,102,23.7,997.6,21.6,1.3,1.7,700
8,19,2,41,79,23.9,998.3,21.8,0,2.1,800
31,31,2,47,62,24.1,997.9,20.4,0,1.9,800
23,23,2,48,56,24.1,997.4,19.2,0,1.2,700
27,27,2,47,46,23.6,997.4,19.9,0,1.2,700
20,20,2,49,38,22.5,997,20.2,0,0.5,700
24,24,2,54,27,22.1,997.1,20.7,0,0.3,600
24,24,2,62,18,22.2,997.4,20.8,0,0.5,700
21,24,2,54,27,22.6,997.8,21.2,0,0.6,700
23,23,2,42,38,24.6,997.8,20.7,0,1,600
25,27,2,44,50,25.9,998.5,19.3,0,1.7,600
26,33,2,44,54,26.9,998.1,20.5,0,1.4,600
27,39,2,38,80,28.7,998.4,20.7,0,1.5,700
42,57,2,47,92,29.8,997.7,21.2,0,1.4,800
46,63,2,43,128,31.3,997.3,21.2,0,1.1,900
71,86,3,35,190,32.1,997,23.4,0,2,900
73,85,3,24,233,32.7,996.7,23.4,0,1.6,900
69,69,3,16,197,33.4,996.4,23.4,0,2.2,NA
55,55,3,15,195,33,996.5,23.1,0,1.9,NA
58,58,2,16,181,32.5,996.1,23.2,0,2.3,NA
74,82,2,24,178,31.8,996.6,23.6,0,1.8,NA
77,81,2,33,163,31.1,996.1,24.5,0,0.9,NA
95,95,2,32,154,30.7,996.8,24.8,0,0.9,NA
102,105,2,38,127,29.4,997.8,25.2,0,0.9,NA
124,124,2,40,115,28.5,998.4,25.1,0,0.1,NA
137,137,2,37,122,28.3,998.5,25.1,0,0.8,NA
140,140,2,21,151,28.5,998.4,24.5,0,1.2,NA
143,143,2,52,85,27.4,997.9,24.5,0,0.6,NA
132,132,2,81,45,26.4,997.9,24.6,0,0.8,NA
100,100,2,49,61,26.9,997.9,23.4,0,1.6,NA
99,99,2,52,45,26,998.3,23.5,0,1.2,NA
126,126,2,54,37,26,998.8,23.9,0,0.8,NA
138,138,2,67,22,26.2,999.5,24.4,0,1.3,NA
126,126,2,35,67,27,1000.2,24.6,0,1,NA
138,138,2,44,56,27.1,1000.8,24,0,1.6,NA
121,121,2,43,58,27.7,1001.1,23.5,0,1.6,NA
100,100,2,35,77,27.8,1001.8,23.2,0,1.5,NA
82,82,2,40,76,29,1001.5,23.7,0,1.8,NA
109,121,3,33,110,29.7,1001.4,23.9,0,1.9,NA
120,123,5,32,148,31.4,1001.1,24.8,0,2.3,NA
130,130,5,28,211,32.2,1000.7,25.5,0,2.2,NA
149,149,2,22,234,32.7,1000.4,25.5,0,1.7,NA
141,141,2,23,238,33.1,1000.3,25.9,0,1.8,NA
140,140,2,22,244,32.8,1000,26.1,0,2.1,NA
152,152,2,27,237,32.2,1000.2,26,0,2.1,NA
142,142,2,28,222,31,1000.6,26,0,2.3,NA
134,134,2,33,194,30.7,1001.1,25.5,0,2,NA
125,125,2,26,185,30.2,1001.9,25.5,0,1.9,NA
111,111,2,24,158,29.5,1002.4,25.9,0,1.5,NA
114,114,2,24,132,29.7,1002.8,26.1,0,2,NA
129,129,2,24,106,29.4,1002.9,25.8,0,1.6,NA
125,125,2,21,94,28.9,1003.1,25.7,0,1.8,NA
140,140,2,18,85,28.4,1003.2,25.8,0,1.5,NA
NA,NA,NA,NA,NA,27.6,1002.9,25.4,0,2.4,NA
127,127,2,16,62,27,1002.7,25.8,0.9,1,NA
127,127,2,19,55,26.8,1003,25.6,0.3,0.9,NA
128,128,2,22,45,26.7,1003.3,25.8,0,1.3,NA
127,127,2,31,45,26.9,1003.9,25.9,0,2.1,NA
168,168,2,24,75,27.3,1004.3,25.9,0,1.4,NA
197,197,2,23,70,27.2,1004.5,25.6,0,2,NA
NA,NA,NA,NA,NA,27.4,1004.9,25.4,0,1.9,NA
213,213,2,28,65,27.8,1004.7,25.6,0,1.7,NA
209,209,2,27,74,28.8,1004.1,26,0,2.4,NA
238,238,2,26,81,30,1004,26.2,0,1.2,NA
238,238,2,26,101,30.9,1003,26.4,0,1.2,NA
251,251,2,29,116,30.3,1001.3,26.2,0,1.5,NA
227,227,2,32,107,30.5,1002.3,26.9,0,1.8,NA
231,231,2,38,99,29.4,1002.9,23.8,0,1.7,NA
